gross_over_budget,budget_2016_mm,gross_2016_mm,tickets_sold,content_rating,imdb_score,num_critic_for_reviews,num_user_for_reviews,nudity,movie_scale,movie_title,plot_keywords
1,153,153,22.7,G,6.9,80,230,n,large,The Hunchback of Notre Dame,15th century|cathedral|gypsy|paris|victor hugo
1.01,187,189,21.8,PG,6.8,469,665,n,large,TRON: Legacy,arcade|bridge|disappearance|escape|warrior
1.01,153,155,22.9,R,6.1,81,131,n,large,Eraser,assassination attempt|corporate crime|rogue agent|witness|witness protection program
1.01,203,206,24.8,PG-13,6.7,495,1067,n,large,The Amazing Spider-Man 2,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager
1.01,112,114,16.6,R,6.7,80,162,n,large,Conspiracy Theory,conspiracy|fbi|mk ultra|newsletter|taxi
1.01,151,153,19.2,PG,5.6,262,436,n,large,Fantastic 4: Rise of the Silver Surfer,fantastic four|space|strong female character|strong female lead|superheroine
1.03,153,158,21,R,7.1,192,1144,n,large,The Patriot,american revolution|british|french|hero|standoff
1.03,347,358,45,PG-13,7.1,302,1238,n,large,Pirates of the Caribbean: At World's End,goddess|marriage ceremony|marriage proposal|pirate|singapore
1.04,184,190,24.5,PG,6.1,72,164,n,large,Dick Tracy,crime boss|detective|dick tracy|gangster|orphan
1.04,125,131,15.7,PG,8,552,755,n,large,Life of Pi,animal|faith|india|journey|tiger
1.04,100,104,13.4,R,7.1,141,742,n,large,We Were Soldiers,air cavalry|battle|major|soldier|vietnamese
1.05,113,119,17.4,R,8.4,132,1065,n,large,Braveheart,14th century|legend|revolt|scotland|tyranny
1.05,102,107,13.6,PG,4.9,94,149,n,large,Scooby-Doo 2: Monsters Unleashed,ghost|masked villain|monster|museum|tv
1.05,127,134,16.8,PG-13,5.2,276,681,n,large,Ghost Rider,blackheart|devil|father|ghost|mephistopheles
1.06,103,109,15.8,PG-13,5.7,97,164,n,large,Six Days Seven Nights,airplane|island|pilot|storm|thunderstorm
1.06,170,181,23,R,6.6,94,511,n,large,Bad Boys II,cuba|dea|drugs|money|undercover
1.07,196,208,24.9,PG-13,7,654,995,n,large,World War Z,chaos|disease|infection|pandemic|zombie
1.08,103,111,13.2,PG,6.7,203,113,n,large,Epic,father daughter relationship|forest|miniature person|shrinking|sword and fantasy
1.08,121,130,15,PG-13,6.4,330,514,n,large,Salt,cia|on the run|russian|russian spy|strong female lead
1.08,178,192,25.6,PG,6.5,145,241,n,large,Dinosaur,egg|iguanodon|lemur|meteor|nesting grounds
1.08,137,148,20.2,R,6.3,113,274,n,large,The General's Daughter,army cid|cover up|military|murder|woman in military
1.09,221,242,28.9,PG,6.4,525,511,n,large,Oz the Great and Powerful,circus|magic|magician|oz|witch
1.1,160,176,20.8,PG,7.3,284,209,n,large,Kung Fu Panda 2,china|kung fu|panda|peacock|tigress
1.1,123,136,17.2,PG-13,6.1,135,258,n,large,Fun with Dick and Jane,animal abuse|ceo|heist|suburb|unemployment
1.1,124,137,16.3,PG-13,6.7,440,533,n,large,The Wolverine,healing power|marvel comics|mecha|regeneration|self healing
1.11,142,158,23,R,7.6,148,346,n,large,Die Hard with a Vengeance,bomb|detective|new york city|police|terrorist
1.11,100,111,13.9,PG-13,5.5,198,380,n,large,You Don't Mess with the Zohan,hair stylist|jew|landlord|muslim|palestinian
1.12,135,151,22,PG,7.4,159,611,n,large,Contact,message from outer space|religion|religion versus science|scientist|universe
1.13,125,142,18.9,PG-13,6.5,175,498,n,large,Gone in Sixty Seconds,auto theft|brother|car|theft|thief
1.13,122,138,20.5,PG,6.3,46,123,n,large,Space Jam,alien|basketball|basketball game|cult film|monstars
1.13,196,222,26.4,PG,6.5,219,187,n,large,Monsters vs. Aliens,alien|alien invasion|alien space craft|giant|giantess
1.14,240,274,32.9,PG-13,7,599,1225,n,large,The Amazing Spider-Man,lizard|outcast|spider|spider man|teenager
1.14,167,191,23,PG-13,8.6,712,2725,n,large,Interstellar,black hole|father daughter relationship|saving the world|space travel|wormhole
1.14,115,131,18,PG-13,4.9,167,805,n,large,The Haunting,greenhouse|haunted house|horror movie remake|mansion|old house
1.14,156,178,23.2,PG-13,5.7,199,824,n,large,Lara Croft: Tomb Raider,illuminati|planetary alignment|time|tomb|tomb raider
1.14,143,163,18.8,PG,7.3,233,187,n,large,Megamind,battle|city|planet|prison|superhero
1.14,140,159,20.2,PG-13,6.4,198,627,n,large,Ocean's Twelve,father daughter relationship|heist|pretending to be pregnant|sequel|thief
1.15,172,198,23.8,PG,7.8,377,345,n,large,Wreck-It Ralph,arcade|candy|glitch|king|medal
1.15,139,159,18.8,PG,6.7,246,137,n,large,Puss in Boots,betrayal|egg|friend|goose|hero
1.15,232,266,31.8,PG-13,7.9,509,951,n,large,The Hobbit: The Desolation of Smaug,dwarf|elf|lake town|mountain|sword and sorcery
1.15,106,123,16,R,6.3,45,149,n,large,Tango & Cash,1980s|80s action|escape|plea bargain|prison
1.16,120,139,20.3,PG,5.2,53,64,n,large,Flubber,college|flubber|flying rubber|professor|wedding
1.17,213,249,30,PG-13,5.7,378,918,n,large,Transformers: Age of Extinction,blockbuster|bumblebee the character|semi truck and trailer|texas|truck
1.17,203,237,28.6,PG-13,8,539,752,n,large,X-Men: Days of Future Past,dystopia|super strength|supernatural power|time paradox|time travel
1.18,125,147,19.2,R,7.7,200,1103,n,large,Black Hawk Down,army|helicopter|somali|somalia|warlord
1.18,168,198,23.6,PG,5.9,185,209,n,large,Night at the Museum: Battle of the Smithsonian,hdtv|motorcycle|museum|security guard|tyrannosaurus rex
1.18,111,132,15.4,PG-13,6.3,263,258,n,large,Insurgent,action heroine|falling from height|mind control|trainhopping|truth serum
1.19,110,131,15.1,PG-13,6.7,265,316,n,large,The Other Guys,capitalist|detective|investigation|new york city|police
1.2,168,201,24,PG-13,6.7,350,641,n,large,X-Men Origins: Wolverine,army|civil war|claw fight|commando|wolverine the character
1.2,167,201,25.1,PG,6.7,167,119,n,large,Madagascar: Escape 2 Africa,africa|madagascar|new york city|sequel|zoo
1.2,103,123,15.4,R,7,308,577,n,large,Tropic Thunder,film director|parody|spoof|vietnam|written and directed by cast member
1.2,116,140,20.3,R,6.4,74,172,n,large,Cliffhanger,money|mountain|rocky mountains|snow|suitcase
1.2,196,236,28.1,PG-13,7.8,590,1171,n,large,Star Trek Into Darkness,admiral|captain|manhunt|mission|space
1.21,152,184,23.3,PG-13,7.1,225,789,n,large,"I, Robot",humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot
1.21,160,193,22.8,PG-13,7,516,738,n,large,Thor,battle|marvel cinematic universe|scientist|thor|throne
1.21,103,125,15.9,R,7.2,198,674,n,large,Cold Mountain,civil war|mountain|soldier|well|wounded soldier
1.21,175,213,25.4,PG-13,7.1,486,532,n,large,Thor: The Dark World,arrest|portal|thor|warrior|weapon
1.22,147,179,21.7,PG,7.9,292,343,n,large,How to Train Your Dragon 2,dragon|father son relationship|husband wife relationship|mother son relationship|viking
1.22,127,156,19.6,PG-13,7.2,354,782,n,large,Live Free or Die Hard,fbi|hacker|independence day|police|terrorist
1.23,172,211,25.5,PG-13,7.6,521,620,n,large,Dawn of the Planet of the Apes,ape|dam|leader|post apocalypse|sequel
1.24,133,164,23.8,R,7.3,81,415,n,large,Enemy of the State,congressman|lawyer|nsa|on the run|surveillance
1.24,201,249,31.2,G,8.4,421,1043,n,large,WALL·E,earth|obesity|plant|robot|soil
1.25,112,140,16.6,PG,7,191,156,n,large,Cloudy with a Chance of Meatballs,food|giant food|mayor|sardine|weather
1.26,149,188,22.3,PG-13,6.9,510,679,n,large,Captain America: The First Avenger,arctic|captain america|scientist|tesseract|war bond
1.27,105,132,17.6,PG-13,7.2,294,1344,n,large,Unbreakable,child with gun|comic book|invulnerability|superhero|train crash
1.27,186,237,35,R,7.2,94,351,n,large,True Lies,espionage|secret agent|secret mission|spy|spy film
1.28,104,133,16.1,G,6.4,159,99,n,large,Rio 2,amazon|bird|father in law|jungle|no opening credits
1.28,193,248,29.8,PG,7.2,488,428,n,large,Brave,archery|coming of age|female warrior|princess|rebellious daughter
1.29,232,300,35.8,PG-13,7.2,733,2536,n,large,Man of Steel,based on comic book|british actor playing american character|final battle|origin of hero|reboot
1.29,136,176,22.7,PG-13,7.7,252,1331,n,large,Minority Report,future|murder|neo noir|washington d.c.|year 2054
1.3,117,152,18,PG,5.5,172,153,n,large,The Smurfs,blue|new york|new york city|no opening credits|smurf
1.3,108,140,19.2,PG,4.1,70,231,n,large,Inspector Gadget,actor playing multiple roles|claw|gadget|inspector|police
1.3,107,139,17.9,R,7.7,226,1009,n,large,Road to Perdition,1930s|blood|gun|on the run|revenge
1.3,299,390,48.9,PG-13,6.2,392,1902,n,large,Spider-Man 3,sandman|spider man|symbiote|venom|villain
1.3,195,255,33.9,PG-13,6.4,231,779,n,large,The Perfect Storm,death|fish|fishing|sea|storm
1.31,138,180,20.7,PG-13,5.8,344,637,n,large,Clash of the Titans,famous line|hand to hand combat|kraken|rape|zeus
1.31,137,180,21,PG,6.7,165,214,n,large,Home,alien friendship|alien invasion|australia|flying car|mother daughter relationship
1.31,100,132,15.4,G,7.2,208,155,n,large,The Peanuts Movie,dog|girl|imagination|peanuts|red hair
1.32,182,239,27.6,PG,8.2,288,492,n,large,How to Train Your Dragon,dragon|island|training|viking|village
1.32,250,330,38.2,PG-13,6.9,673,3018,n,large,Batman v Superman: Dawn of Justice,based on comic book|batman|sequel to a reboot|superhero|superman
1.34,133,178,25.7,G,7.5,143,222,n,large,Mulan,based on poem|based on true story|china|one word title|the huns
1.34,183,245,29.5,PG,7,401,634,n,large,Maleficent,curse|dark fantasy|fairy|king|kingdom
1.34,206,277,33,G,7.3,376,265,n,large,Monsters University,cheating|fraternity|monster|singing in a car|university
1.35,112,151,22,R,6.8,139,339,n,large,Con Air,army rangers|convict|criminal|escape|prison
1.35,167,226,27.2,PG,7.9,384,433,n,large,Big Hero 6,high tech|martial arts|masked man|robot|superhero
1.36,177,240,34.7,G,7.2,117,317,n,large,A Bug's Life,ant|circus|grasshopper|misunderstanding|overhearing
1.36,187,254,32.8,PG-13,6.1,208,606,n,large,Men in Black II,alien|lingerie|lingerie model|m.i.b.|pug
1.36,137,186,21.8,R,8.1,556,1188,n,large,The Revenant,bear attack|cauterizing a wound|native american|revenge|survival
1.36,128,175,23.2,PG-13,5.5,181,643,n,large,Charlie's Angels,booty shake|box office hit|duct tape over mouth|first part|martial arts
1.37,184,252,32,PG-13,8.3,478,2685,n,large,Batman Begins,armored car|gangster|gotham|mixed martial arts|social decay
1.38,174,239,30,G,8,318,626,n,large,Ratatouille,chef|food|french|rat|restaurant
1.38,184,254,32.2,PG,6.7,276,1361,n,large,Charlie and the Chocolate Factory,chocolate|diminution|miniaturization|physical flexability|ticket
1.38,110,152,19.5,PG-13,5.9,60,97,n,large,Days of Thunder,driver|hot shot|racing|stock car driver|team
1.38,113,157,19.9,PG-13,7.3,175,455,n,large,Seabiscuit,horse|horse racing|jockey|limp|seabiscuit
1.39,132,182,21.4,PG-13,7.4,517,549,n,large,Ant-Man,ant|chinatown san francisco|heist|sabotage|vault
1.39,139,193,23,PG,7.3,257,195,n,large,The Croods,cave|caveman|journey|strict father|survival
1.4,120,168,24.5,R,7.3,155,535,n,large,Face/Off,death of child|face|face transplant|prison|terrorist
1.41,111,157,18.4,PG-13,6.1,358,499,n,large,San Andreas,disaster movie|earthquake|journey|natural disaster|san andreas fault
1.42,190,269,35.1,PG-13,6.1,191,1999,n,large,Pearl Harbor,air raid|black smoke|japanese military|japanese navy|sunday
1.44,206,297,43,PG-13,6.6,167,1171,n,large,Armageddon,asteroid|astronaut|bomb|meteorite|outer space
1.44,155,223,26.4,PG-13,7.4,432,512,n,large,Mission: Impossible - Ghost Protocol,dubai|kremlin|race against time|russian|terrorist
1.44,182,262,30.2,PG,6.4,226,173,n,large,Shrek Forever After,alternate world|fairy tale parody|female warrior|ogre|true love
1.45,103,149,21.6,PG,7,120,353,n,large,The Prince of Egypt,ancient egypt|hebrew|nudity|pharaoh|title directed by female
1.46,104,152,19.3,PG-13,6,144,340,n,large,S.W.A.T.,hostage|police|prison|swat team|training
1.47,107,158,20.2,R,8.5,352,2054,n,large,The Departed,boston|mole|police|undercover|undercover cop
1.48,110,163,18.8,PG-13,5.5,180,152,n,large,Little Fockers,birthday|critically bashed|male nurse|nurse|suspicion
1.49,152,226,27.2,PG,6.9,211,154,n,large,Madagascar 3: Europe's Most Wanted,animal|circus|island name in title|lemur|penguin
1.49,159,237,30.1,PG-13,6.4,239,1159,n,large,The Day After Tomorrow,climate|end of the world|global warming|natural disaster|weather
1.49,133,199,23.6,PG-13,7.5,382,412,n,large,Sherlock Holmes: A Game of Shadows,factory|gypsy|investigation|sherlock holmes|train
1.52,167,254,31.7,PG-13,6.4,318,590,n,large,Hancock,bully comeuppance|destruction|prison|superhero|tough girl
1.53,127,194,23.4,PG-13,5.9,348,491,n,large,Teenage Mutant Ninja Turtles,18 wheeler|mutant|ninja|sewer|turtle
1.53,172,263,31.8,PG-13,7.8,576,742,n,large,Captain America: The Winter Soldier,conspiracy|heroism|megalomaniac|super soldier|world domination
1.55,147,229,29.1,PG-13,6.5,233,798,n,large,Mr. & Mrs. Smith,assassin|marriage|secret agent|suburb|target
1.55,139,217,28.8,PG-13,6.6,185,683,n,large,What Lies Beneath,ghost|haunted house|research|secret|vermont
1.56,104,163,20.7,PG-13,6.7,145,402,n,large,Something's Gotta Give,beach|dating|doctor|heart attack|weekend
1.56,220,343,39.6,PG-13,7,453,723,n,large,Iron Man 2,hammer|military|monaco|revenge|tony stark
1.62,221,358,45.5,PG,6.9,284,1463,n,large,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",hide and seek|lion|magic|professor|snow
1.63,250,407,47.1,PG-13,8.2,516,1022,n,large,Captain America: Civil War,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero
1.66,145,240,30,PG,7.6,266,360,n,large,Kung Fu Panda,kung fu|kung fu master|master|panda|snow leopard
1.67,220,368,42.4,PG,6.5,451,736,n,large,Alice in Wonderland,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion
1.67,196,328,39.1,PG,8.3,408,704,n,large,Up,balloon|house|promise|retirement|skeleton
1.68,133,224,26.5,PG-13,7.3,342,366,n,large,Fast Five,drug lord|drugs|federal agent|heist|police
1.68,129,216,27.8,R,7.1,142,316,n,large,Die Hard 2,airport|fuel|plane|police|terrorist
1.68,188,317,38.1,PG-13,7.9,645,1367,n,large,The Hobbit: An Unexpected Journey,dragon|dwarf|hobbit|orc|wizard
1.71,122,209,30.9,R,6.6,79,158,n,large,Ransom,bounty|fbi|millionaire|money|ransom
1.71,174,297,37.3,PG-13,7.2,323,1413,n,large,I Am Legend,new york city|pandemic|post apocalypse|survivalist|virus
1.71,123,211,28.4,PG,6.7,75,363,n,large,Hook,1990s|caught in a net|children|duel|hero
1.71,206,353,44.2,PG-13,6.2,470,2054,n,large,Indiana Jones and the Kingdom of the Crystal Skull,cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957
1.72,168,288,34.4,PG-13,8,518,1559,n,large,Star Trek,box office hit|future|lifted by the throat|star trek|vulcan
1.72,174,300,40,PG-13,6.1,237,1426,n,large,Mission: Impossible II,cure|mission|terrorist|thief|virus
1.73,127,220,27.9,PG,6.9,193,692,n,large,National Treasure,declaration of independence|secret society|treasure|treasure hunt|treasure hunter
1.74,149,259,33.2,PG-13,6.6,294,1966,n,large,The Da Vinci Code,based on supposedly true story|holy grail|mary magdalene|opus dei|secret
1.76,162,285,33.4,PG-13,6.6,389,383,n,large,The Hunger Games: Mockingjay - Part 2,death of sister|dystopia|execution|rebellion|revolution
1.77,162,288,36.5,PG-13,6.5,401,2741,n,large,War of the Worlds,alien|fight|storm|survival|tripod
1.79,115,205,30.3,R,7.4,122,415,n,large,The Rock,alcatraz|fbi|general|hostage|rocket
1.79,261,468,56.3,PG-13,8.5,813,2701,n,large,The Dark Knight Rises,deception|imprisonment|lawlessness|police officer|terrorist plot
1.8,136,244,31.8,PG-13,5.7,230,1368,n,large,Planet of the Apes,astronaut|cage|planet|wilhelm scream|year 2029
1.81,208,376,44.4,PG-13,6.3,428,899,n,large,Transformers: Dark of the Moon,autobot|decepticon|job interview|moon|spacecraft
1.82,144,262,34.8,R,8.5,265,2368,n,large,Gladiator,battlefield|blood|combat|gladiator|roman empire
1.82,107,194,25.1,PG,7.2,180,367,n,large,Lilo & Stitch,alien|escape|fugitive|hawaii|social worker
1.82,112,204,26.4,PG,4.9,138,521,n,large,Scooby-Doo,amusement park|island|motorcycle|scooby doo|tough girl
1.83,176,322,37.1,PG-13,8.8,642,2803,n,large,Inception,ambiguous ending|corporate espionage|dream|subconscious|thief
1.84,253,465,54.4,PG-13,7.5,635,1117,n,large,Avengers: Age of Ultron,artificial intelligence|based on comic book|captain america|marvel cinematic universe|superhero
1.84,119,219,28.2,R,7.5,196,391,n,large,Total Recall,ambiguous ending|false memory|implanted memory|memory|space colony
1.84,157,290,42.3,PG-13,5.4,144,539,n,large,Batman Forever,love|necktie|partner|rock music|tuxedo
1.84,192,354,41.5,PG-13,7.2,424,657,n,large,Furious 7,car falling off a cliff|hospital|revenge|star died before release|terrorist
1.87,254,474,60.1,PG-13,7.3,300,1303,n,large,Spider-Man 2,death|doctor|scientist|super villain|tentacle
1.87,110,207,29.9,PG-13,6.1,125,493,n,large,Deep Impact,astronomer|comet|mission|president|secretary
1.88,196,367,46.7,R,7.2,275,2789,n,large,The Matrix Reloaded,car motorcycle chase|one against many|oracle|prophecy|stylized violence
1.88,268,504,64.6,PG-13,7.3,313,1832,n,large,Pirates of the Caribbean: Dead Man's Chest,box office hit|giant squid|heart|liar's dice|monster
1.93,101,194,24.7,PG-13,6.4,134,316,n,large,The Longest Yard,coach|convict|football|prison|warden
1.95,126,246,32,PG-13,5.9,198,1236,n,large,Jurassic Park III,dinosaur|island|jurassic park|paleontologist|search
1.95,103,201,22.8,PG,7.4,56,210,n,large,A Bridge Too Far,airborne troops|allies|operation market garden|panzer|paratrooper
1.96,172,338,40.8,PG-13,8.1,653,1097,n,large,Guardians of the Galaxy,bounty hunter|outer space|raccoon|talking animal|tree
1.97,100,198,29.2,PG-13,6.9,42,133,n,large,Clear and Present Danger,cia|colombia|colombian drug cartel|drugs|president
1.98,119,236,30.2,PG,6.5,206,548,n,large,Happy Feet,dance|emperor penguin|friend|penguin|song
2,157,315,40.2,PG,6.8,121,269,n,large,Superman II,alien invasion|based on comic book|flying superhero|phantom zone|revenge
2,185,371,46.6,PG,6.1,227,326,n,large,Shrek the Third,disney spoof|fairy tale|prince|princess|tough guy
2.01,180,361,48.7,R,8.5,210,983,n,large,Terminator 2: Judgment Day,future|liquid metal|multiple cameos|sexy woman|time travel
2.01,224,450,53.6,PG-13,6,366,1439,n,large,Transformers: Revenge of the Fallen,autobot|decepticon|machine|sun|symbol
2.02,105,212,30.7,PG-13,5.3,73,98,n,large,Doctor Dolittle,box office hit|doctor|dog|first part|tiger
2.03,127,258,37.6,R,6.4,142,393,n,large,Air Force One,ex soldier|hijacker|hostage|president|terrorist
2.03,143,291,37.3,G,7.2,256,584,n,large,Cars,car|desert|route 66|tow truck|truck
2.04,137,279,39.2,PG-13,7,153,610,n,large,Batman Returns,box office hit|dc comics|gotham|mayor|penguin
2.04,177,361,42.3,PG,8.3,536,773,n,large,Inside Out,anger|joy|memory|running away|sadness
2.04,206,421,50.3,PG-13,7.2,608,1187,n,large,Iron Man 3,armor|explosion|human bomb|missile attack|terrorist
2.06,133,274,35.7,PG-13,6.3,202,890,n,large,The Mummy Returns,ancient egypt|bracelet|king|scorpion|son
2.06,127,263,33,PG-13,8.1,329,820,n,large,The Bourne Ultimatum,action hero|cia|dark past|flashback|memory
2.07,220,457,52.6,G,8.3,453,733,n,large,Toy Story 3,college|day care|escape|teddy bear|toy
2.1,105,219,29.2,PG-13,7.4,290,1401,n,large,X-Men,first part|mutant|professor|superhero|superhero team
2.11,171,362,48.2,PG,6,175,482,n,large,How the Grinch Stole Christmas,box office hit|christmas|materialism|public humiliation|snowflake
2.12,109,231,27.1,PG-13,8.1,568,1023,n,large,The Martian,astronaut|international cooperation|left for dead|nasa|space habitat
2.13,174,369,46.3,PG-13,7.1,396,1782,n,large,Transformers,alien contact|autobot|decepticon|robot vs. robot|teenage hero
2.16,115,249,32.4,PG-13,7.8,186,845,n,large,Ocean's Eleven,card dealer|casino|criminal mastermind|recruiting|ulcer
2.17,101,219,30,PG,5.5,103,255,n,large,Runaway Bride,bride|columnist|journalist|maryland|wedding
2.18,183,398,50.6,PG-13,8.1,271,2113,n,large,Pirates of the Caribbean: The Curse of the Black Pearl,caribbean|curse|governor|pirate|undead
2.18,101,220,26.2,PG,7,188,132,n,large,Ice Age: Dawn of the Dinosaurs,egg|lost world|rescue|squirrel|weasel
2.26,122,277,40.9,PG-13,7.1,154,378,n,large,Mission: Impossible,disguise|mission|spy|stealing|traitor
2.27,156,355,44.3,PG-13,7.9,486,1055,n,large,Iron Man,afghanistan|billionaire|inventor|playboy|u.s. air force
2.28,131,299,38.3,PG,6.4,179,444,n,large,Night at the Museum,chaos|museum|museum of natural history|night watchman|watchman
2.32,101,234,27.9,PG-13,7.6,415,621,n,large,Sherlock Holmes,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes
2.35,116,272,32.8,PG,6.4,134,405,n,large,Star Trek: The Motion Picture,alien|space|space station|spacecraft|warp speed
2.44,125,306,36.7,PG-13,5.5,322,329,n,large,The Twilight Saga: Breaking Dawn - Part 2,battle|friend|super strength|vampire|vision
2.44,202,494,57.4,PG,7.3,169,497,n,large,Superman,1970s|clark kent|planet|superhero|year 1978
2.5,104,260,31.4,R,8.5,261,983,n,large,Apocalypse Now,army|green beret|insanity|jungle|vietnam
2.51,122,306,40,PG-13,6.6,127,394,n,large,Rush Hour 2,boat|gang|hong kong|triad|vacation
2.52,156,393,51.2,G,8.1,250,593,n,large,"Monsters, Inc.",friend|little girl|monster|rival|scream
2.6,125,326,43.3,PG-13,7.7,221,1051,n,large,Cast Away,christmas|island|love|survival|talking to inanimate object
2.63,141,370,54.7,PG-13,6.3,114,395,n,large,Twister,device|disaster|divorce|storm|tornado
2.67,155,413,49.3,PG,7.6,406,904,n,large,Frozen,magic|sister love|sister sister relationship|snow|snowman
2.7,127,342,41.3,PG-13,6.7,403,591,n,large,The Hunger Games: Mockingjay - Part 1,based on young adult novel|manipulation|rebellion|symbol|uprising
2.7,153,414,53.5,PG,6.7,284,3516,n,large,Star Wars: Episode II - Attack of the Clones,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film
2.73,130,354,48.4,G,7.9,191,515,n,large,Toy Story 2,collector|dog|friend|rescue|toy
2.78,135,374,54.5,PG-13,7.3,175,289,n,large,Men in Black,alien|box office hit|flying saucer|laser gun|wisecrack humor
2.83,230,652,78.3,PG-13,8.1,703,1722,n,large,The Avengers,alien invasion|assassin|battle|iron man|soldier
2.84,117,332,42.1,PG,8,283,815,n,large,The Incredibles,hero|island|lawsuit|secret|superhero
2.88,206,595,74.3,PG-13,9,645,4667,n,large,The Dark Knight,based on comic book|dc comics|psychopath|star died before release|urban setting
2.9,185,539,69.5,PG-13,7.3,291,2012,n,large,Spider-Man,evil|goblin|spider|spider man|superhero
2.91,191,555,70.3,PG,7.2,205,483,n,large,Shrek 2,drag queen|physical appearance|princess|queen|sequel
2.99,106,316,40.2,PG-13,6.7,191,604,n,large,Bruce Almighty,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water
3.09,103,318,46.1,R,8.6,219,2277,n,large,Saving Private Ryan,army|invasion|killed in action|normandy|soldier
3.14,109,343,49.9,PG-13,6.5,177,552,n,large,The Lost World: Jurassic Park,capture|dinosaur|island|jurassic|jurassic park
3.21,265,851,101.4,PG-13,7.9,723,3054,n,large,Avatar,avatar|future|marine|native|paraplegic
3.27,134,437,52.2,PG-13,7.6,502,706,n,large,The Hunger Games: Catching Fire,president|snow|television|tour|uprising
3.29,299,985,143.5,PG-13,7.7,315,2528,n,large,Titanic,artist|love|ship|titanic|wet
3.37,139,467,59.3,PG-13,7.6,359,3286,n,large,Star Wars: Episode III - Revenge of the Sith,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision
3.49,102,355,45,PG-13,6.3,141,428,n,large,Meet the Fockers,bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title
3.62,125,454,58.6,PG-13,8.7,294,2417,n,large,The Lord of the Rings: The Two Towers,epic|evil wizard|middle earth|ring|wizard
4.01,123,492,62.5,PG-13,8.9,328,3189,n,large,The Lord of the Rings: The Return of the King,battle|epic|king|orc|ring
4.05,123,497,63.2,G,8.2,301,866,n,large,Finding Nemo,great barrier reef|protective father|separation from family|shark|short term memory loss
4.08,115,468,69.3,PG-13,6.9,185,856,n,large,Independence Day,alien|area 51|military|spacecraft|spaceship
4.13,166,684,93.4,PG,6.5,320,3597,n,large,Star Wars: Episode I - The Phantom Menace,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream
4.24,132,557,77.4,Approved,7.9,82,258,n,large,My Fair Lady,colonel|flower girl|professor|street|wager
4.35,152,660,77.4,PG-13,7,644,1290,n,large,Jurassic World,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor
5.66,105,593,86.2,PG-13,8.1,308,895,n,large,Jurassic Park,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex
0,61,0,0.003,PG-13,6.2,189,126,n,medium,Winter's Tale,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman
0,30,0,0.003,PG-13,5.8,16,40,n,medium,Molly,autism|experimental surgery|female nudity|forename as title|regression
0,33,0,0.004,PG-13,5.3,45,50,n,medium,Double Take,cia|cia agent|fbi|mexico|train
0,37,0,0.01,PG-13,7.9,177,1111,n,medium,The Notebook,class differences|letter|nursing home|second chance|summer love
0,52,0,0.017,R,8.3,151,494,n,medium,Raging Bull,boxing|domestic violence|hot temper|jealousy|rage
0,29,0,0.015,Approved,6.8,53,67,n,medium,Major Dundee,apache|apache indian|confederate|mexico|scout
0.01,37,0,0.02,R,5.5,98,86,n,medium,Stolen,bank|money|presumed dead|rescue|thief
0.01,29,0,0.02,R,5.5,42,81,n,medium,People I Know,actor|client|new york|protection|scandal
0.01,45,1,0.1,PG,4.4,41,26,n,medium,Delgo,box office flop|computer animation|one word title|surrealism|villainess
0.02,51,1,0.1,PG-13,5.2,31,67,n,medium,Texas Rangers,army|mexican|orphan|texas|texas ranger
0.02,38,1,0.1,R,7.1,406,2814,n,medium,The Passion of the Christ,anti semitism|cult film|grindhouse|suffering|torture
0.02,32,1,0.1,R,6.8,134,124,n,medium,Machine Gun Preacher,africa|biker|church|orphanage|preacher
0.02,50,1,0.1,R,6.8,95,159,n,medium,Ride with the Devil,bushwhacker|friend|honor|kansas|raid
0.03,37,1,0.2,PG-13,7.2,28,57,n,medium,Without Limits,car crash|coach|death|oregon|university of oregon
0.04,29,1,0.1,R,6.9,94,90,n,medium,The Hunting Party,bosnia|cia|fox|hunt|war criminal
0.04,38,2,0.2,R,6.1,183,175,n,medium,The Good German,american|driver|journalist|russian|secret
0.04,52,2,0.3,PG-13,6.3,272,346,n,medium,Anchorman 2: The Legend Continues,fame|father son relationship|interracial kiss|interracial relationship|interracial sex
0.05,67,3,0.5,R,4.9,24,41,n,medium,Shadow Conspiracy,american president|assassin|conspiracy|president|white house
0.05,34,2,0.2,R,6.1,42,55,n,medium,Blood and Wine,diamond|necklace|safecracker|wine|wine dealer
0.06,37,2,0.3,PG,5.2,2,21,n,medium,Sphinx,bat|curse|egyptologist|mummy|murder
